No.,X,Y,Z,x,y,Lv [cd/m²],u',v',Tcp,duv,λd/λc,Pe,Δt,ErrCode,Sync Mode,Meas Speed,Averaging Times,Integration Time,Date,Time
1,5371.124,2456.8214,-2.81648,0.686394314382746,0.313965613233628,2456.8214,0.508930433723822,0.523780526485504,----,----,617.382265510582,100.157688776479,+0.47,0,UNIV,FAST,1,----,2024/11/05,17:25:04
2,5352.6654,2447.4594,-2.811262,0.686475588536222,0.313884953846267,2447.4594,0.509097374394487,0.523755715717536,----,----,617.417671216669,100.15784138827,+0.51,0,UNIV,FAST,1,----,2024/11/05,17:25:06
3,5352.7391,2447.2559,-2.828941,0.686498024987106,0.313864791577091,2447.2559,0.509141088191079,0.523749924037599,----,----,617.426464525375,100.158516053894,+0.50,0,UNIV,FAST,1,----,2024/11/05,17:25:07
4,5349.8015,2445.6748,-2.807867,0.686517275307766,0.313843046323282,2445.6748,0.509183635359298,0.523742715974397,----,----,617.436073747927,100.157758538528,+0.53,0,UNIV,FAST,1,----,2024/11/05,17:25:09
5,5347.9349,2444.6841,-2.818844,0.686530436327152,0.313831427128077,2444.6841,0.509209046930916,0.52373942255138,----,----,617.44113406878,100.158216752188,+0.53,0,UNIV,FAST,1,----,2024/11/05,17:25:09
6,669.36152,4378.2565,878.76094,0.112946121825459,0.738774305448736,4378.2565,0.0388151029904717,0.571246720567317,----,----,518.485627687229,81.49947630182,+0.59,0,UNIV,FAST,1,----,2024/11/05,17:25:15
7,668.62683,4373.573,877.79203,0.112943876581614,0.738780238795801,4373.573,0.0388140789824526,0.57124759363818,----,----,518.485762203677,81.5006062257187,+0.62,0,UNIV,FAST,1,----,2024/11/05,17:25:16
8,668.18389,4370.5138,877.06323,0.112949779248347,0.738791485846592,4370.5138,0.0388156967662134,0.571250245707121,----,----,518.487411600689,81.502097436266,+0.62,0,UNIV,FAST,1,----,2024/11/05,17:25:17
9,668.44521,4372.473,877.66244,0.112940120195878,0.738770536141972,4372.473,0.0388131512730564,0.571245436808947,----,----,518.484522608336,81.4992342306447,+0.65,0,UNIV,FAST,1,----,2024/11/05,17:25:17
10,668.08205,4369.7372,876.91206,0.112952223014844,0.738788792081242,4369.7372,0.0388166606774362,0.571249989158416,----,----,518.487546066005,81.5014932160358,+0.62,0,UNIV,FAST,1,----,2024/11/05,17:25:18
11,1213.3811,435.42271,7349.8749,0.134839918070594,0.0483874048660195,435.42271,0.162900851278783,0.131528456130978,----,----,466.604273683303,98.6948170665508,+0.69,0,UNIV,FAST,1,----,2024/11/05,17:25:22
12,1215.4018,436.01162,7362.0653,0.13484269922368,0.0483732899965176,436.01162,0.162912818984074,0.13149703643604,----,----,466.601337603643,98.6965132285666,+0.71,0,UNIV,FAST,1,----,2024/11/05,17:25:23
13,1216.6568,436.36433,7369.7467,0.134842968690241,0.0483625798891913,436.36433,0.16291949541631,0.131473047319401,----,----,466.599538368043,98.6982661890331,+0.70,0,UNIV,FAST,1,----,2024/11/05,17:25:24
14,1213.9663,435.32517,7353.5299,0.134842873151442,0.0483543049571803,435.32517,0.162924257287218,0.131454487246915,----,----,466.598218990001,98.6996974567324,+0.70,0,UNIV,FAST,1,----,2024/11/05,17:25:24
15,1216.9573,436.34858,7371.7229,0.134842484125574,0.0483487189500131,436.34858,0.162927047888882,0.131441931838765,----,----,466.597403912097,98.7007457811123,+0.69,0,UNIV,FAST,1,----,2024/11/05,17:25:25
