No.,X,Y,Z,x,y,Lv [cd/m²],u',v',Tcp,duv,λd/λc,Pe,Δt,ErrCode,Sync Mode,Meas Speed,Averaging Times,Integration Time,Date,Time
1,2094.2199,2060.9143,2373.3868,0.320780143006356,0.315678589377288,2060.9143,0.208753484105106,0.462225500424207,6138.25772646241,-0.00798141671955297,467.50246402395,6.1803868972276,+0.00,0,UNIV,FAST,1,----,2024/11/15,15:05:24
2,2124.7224,2029.5568,2126.7011,0.338278787468892,0.323127394620231,2029.5568,0.218210198830432,0.468982434574853,5204.36969781923,-0.0121923053902035,-522.156268053547,4.91058970794966,-0.03,0,UNIV,FAST,1,----,2024/11/15,15:05:27
3,1846.8943,1619.8283,275.25676,0.493560792916827,0.432880073395167,1619.8283,0.273917419333937,0.540541585040994,2445.24154350748,0.00576914144840505,583.995041805715,78.1225992353346,-0.02,0,UNIV,FAST,1,----,2024/11/15,15:05:30
4,1702.27,1057.8656,575.2144,0.510372224803994,0.317167793484942,1057.8656,0.352877087259773,0.493410091343148,----,----,624.669490350572,48.2761059744821,+0.00,0,UNIV,FAST,1,----,2024/11/15,15:05:33
5,1598.9828,763.27469,2026.9167,0.364301513401545,0.17389938447624,763.27469,0.334360409189714,0.359115735806066,----,----,-543.599208004539,68.259263941888,+0.01,0,UNIV,FAST,1,----,2024/11/15,15:05:36
6,1302.1128,720.24676,2193.3649,0.308870471102848,0.170847683911486,720.24676,0.278736840036719,0.346904230063971,----,----,-560.490915573935,59.3356139275507,+0.00,0,UNIV,FAST,1,----,2024/11/15,15:05:40
7,613.20002,913.00853,2298.459,0.16032766560325,0.238715788513436,913.00853,0.115677900794712,0.387530235004963,----,----,484.334712037806,66.1611422077575,+0.01,0,UNIV,FAST,1,----,2024/11/15,15:05:42
8,436.03962,1107.8503,1832.9673,0.129125868105256,0.328071407176641,1107.8503,0.0773370278415166,0.442104690772132,----,----,491.385875626928,69.3824657352042,+0.01,0,UNIV,FAST,1,----,2024/11/15,15:05:45
9,1037.0037,1486.6873,352.88065,0.360499867959138,0.516826097483092,1486.6873,0.170028792662377,0.548459185866309,4989.50342649452,0.0593366419566292,560.403014774786,63.6500832853271,+0.03,0,UNIV,FAST,1,----,2024/11/15,15:05:48
10,1757.0689,1826.9476,2375.4114,0.294838519650519,0.30656425929744,1826.9476,0.193683011726366,0.453118033804523,7985.29217919311,0.00113503815205744,482.127960601594,15.3216726214477,+0.02,0,UNIV,FAST,1,----,2024/11/15,15:05:51
11,912.29257,1026.0602,1800.0051,0.244035643917633,0.274468158394905,1026.0602,0.168139650020366,0.425491963162223,18668.0540147314,0.0169891933723126,482.675713952745,35.1912561636406,+0.03,0,UNIV,FAST,1,----,2024/11/15,15:05:54
12,1135.5124,1216.3955,1183.0144,0.321226975766907,0.344108129335686,1216.3955,0.198079063131674,0.477423744852601,6001.65054579352,0.00667374142627506,503.726381315602,3.67304687788587,+0.02,0,UNIV,FAST,1,----,2024/11/15,15:05:57
13,991.12229,847.24416,1352.5431,0.310608080382598,0.265518074619194,847.24416,0.223258249328004,0.42940922840984,7688.95013843917,-0.0323650381025059,-566.108106617721,22.4790366493584,+0.04,0,UNIV,FAST,1,----,2024/11/15,15:06:00
14,1370.6765,1055.9645,1157.4663,0.382431770388124,0.294624131370174,1055.9645,0.26508858347394,0.459502516008319,3044.3937844507,-0.0437157133551014,-502.235060767758,24.1653878870594,+0.05,0,UNIV,FAST,1,----,2024/11/15,15:06:03
15,1589.5687,1239.9672,826.56268,0.434771838126969,0.339150373784506,1239.9672,0.280486161152864,0.492294349868488,2450.94410829613,-0.0270583130941244,605.000888923467,32.2126082944214,+0.06,0,UNIV,FAST,1,----,2024/11/15,15:06:06
16,1714.6257,1577.1087,973.48891,0.402001390168713,0.369759936438123,1577.1087,0.242420824527706,0.50170073894471,3392.22429506852,-0.00875287402460099,585.938452077047,31.5991755026997,+0.08,0,UNIV,FAST,1,----,2024/11/15,15:06:09
17,666.8852,999.17074,1477.3639,0.212152761624104,0.317861052884364,999.17074,0.132802417220927,0.447689724331789,16756.2412803656,0.0552182309219226,490.071015152142,42.0372886092366,+0.07,0,UNIV,FAST,1,----,2024/11/15,15:06:13
18,2276.1164,2205.3031,2436.2387,0.329029902055583,0.318793302045481,2205.3031,0.213397354265956,0.465206065697101,5670.78074425507,-0.0103230577622234,-565.047922712797,4.92355501563162,+0.06,0,UNIV,FAST,1,----,2024/11/15,15:06:15
19,1563.838,711.29492,3.3964472,0.686336556601745,0.312172812095059,711.29492,0.510914114627858,0.522863546067405,----,----,618.230355163557,99.6014226287456,+0.08,0,UNIV,FAST,1,----,2024/11/15,15:06:18
20,1864.7272,1842.4271,2394.516,0.305609301767747,0.301954548412752,1842.4271,0.203324888055387,0.452010025208969,7274.01288890424,-0.00747646276728089,474.358612597489,12.5049166795339,+0.06,0,UNIV,FAST,1,----,2024/11/15,15:06:21
21,2010.1462,1816.4397,2383.8159,0.323674097865938,0.292483442858721,1816.4397,0.220845500215949,0.449018684241409,6077.10958034207,-0.0229306957202959,-563.306912035952,14.2765569556214,+0.06,0,UNIV,FAST,1,----,2024/11/15,15:06:24
22,1945.1554,1526.6499,880.85569,0.446888789287493,0.350739445021653,1526.6499,0.283060657289709,0.499858612492788,2380.9883784931,-0.0226322330641171,598.888955983215,39.347007061378,+0.09,0,UNIV,FAST,1,----,2024/11/15,15:06:27
23,1783.7182,1227.888,86.671606,0.575712802946761,0.396313073547544,1227.888,0.348688022346713,0.540072493716965,1570.83754231158,-0.000447385971846487,593.963451284254,91.7674704607821,+0.09,0,UNIV,FAST,1,----,2024/11/15,15:06:30
24,1786.8496,989.507,260.20914,0.588444233715157,0.325863849073131,989.507,0.410532149807758,0.511517578709259,----,----,613.66428603212,74.3328214733193,+0.09,0,UNIV,FAST,1,----,2024/11/15,15:06:33
