No.,X,Y,Z,x,y,Lv [cd/m²],u',v',Tcp,duv,λd/λc,Pe,Δt,ErrCode,Sync Mode,Meas Speed,Averaging Times,Integration Time,Date,Time
26,4760.5878,2037.6242,6942.0209,0.346470677363846,0.148296190816387,2037.6242,0.339127470958294,0.326594600113496,----,----,-550.932222741332,75.0567869378672,+1.48,0,UNIV,FAST,1,----,2024/11/15,13:39:43
27,3247.9398,1358.2904,6948.0503,0.281102730715253,0.117557332972832,1358.2904,0.292169943050565,0.274917707782574,----,----,-563.47675107156,75.1904285512568,+1.49,0,UNIV,FAST,1,----,2024/11/15,13:39:46
28,2936.0442,2469.4562,7200.6477,0.232905735892473,0.195893002399361,2469.4562,0.190714666519631,0.360915346660187,----,----,468.596640454057,48.823177045115,+1.46,0,UNIV,FAST,1,----,2024/11/15,13:39:49
29,1522.4425,4079.6884,6343.6139,0.12744642761831,0.341518127860893,4079.6884,0.0744938658296603,0.449147643124091,----,----,492.226339276365,69.0598696836952,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:39:51
30,----,----,----,----,----,----,----,----,----,----,----,----,+1.47,22:Over the measurement range,UNIV,FAST,1,----,2024/11/15,13:39:54
31,1366.1572,1798.3787,7218.4743,0.13157621669292,0.173203980864817,1798.3787,0.109298564249738,0.323725902294735,----,----,480.567255953781,82.5379567847432,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:39:57
32,571.34889,3630.0904,683.33226,0.116965324611752,0.743144354417148,3630.0904,0.0400435846407689,0.572442036981285,----,----,519.379335465866,82.0406456583773,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:00
33,----,----,----,----,----,----,----,----,----,----,----,----,+1.47,22:Over the measurement range,UNIV,FAST,1,----,2024/11/15,13:40:04
34,574.32391,3634.2285,682.79364,0.11741633164556,0.742991492086314,3634.2285,0.0402074054773529,0.572458358068214,----,----,519.433098398127,81.9965375692464,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:06
35,5278.6172,2370.6964,-3.188643,0.690365018841007,0.310052008479097,2370.6964,0.517137614011157,0.522569931693833,----,----,619.156157645647,100.172820359232,+1.49,0,UNIV,FAST,1,----,2024/11/15,13:40:09
36,5474.6736,3834.9858,275.83567,0.571141454877406,0.400082183757255,3834.9858,0.343094701503085,0.540756885254132,1616.5253826917,-2.75007810714197e-05,593.173096699934,91.527635924786,+1.48,0,UNIV,FAST,1,----,2024/11/15,13:40:12
37,4556.9173,2937.3885,1795.11,0.490549394936116,0.31620809782247,2937.3885,0.337530210409427,0.489536875407694,1666.78225196717,-0.0341562364308369,629.581923113683,42.0344867294629,+1.49,0,UNIV,FAST,1,----,2024/11/15,13:40:15
38,2491.3465,1048.3146,4896.3336,0.29532338373802,0.124266863278138,1048.3146,0.30285263397266,0.28672883725507,----,----,-561.561057250858,75.1525753337168,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:18
39,1461.996,553.14163,6959.2264,0.162908033941208,0.0616357469065137,553.14163,0.19088103414222,0.162493299785639,----,----,460.413445133636,89.6896856183015,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:21
40,1366.0505,1793.1403,7222.7917,0.131578963844333,0.172716559674417,1793.1403,0.109433898561823,0.323207854189111,----,----,480.527568953104,82.5932256621494,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:24
41,1221.2213,4331.0826,4226.9498,0.124878782927986,0.442884777598111,4331.0826,0.0619372371308726,0.494238351858579,----,----,498.572244894882,64.8030904947541,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:27
42,571.18791,3626.7149,682.47036,0.117037753078214,0.743122456760822,3626.7149,0.0400697788087661,0.572445140955936,----,----,519.388167031369,82.0340418618788,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:30
43,----,----,----,----,----,----,----,----,----,----,----,----,+1.47,22:Over the measurement range,UNIV,FAST,1,----,2024/11/15,13:40:33
44,2405.2282,4376.2921,6113.5634,0.186522883911176,0.339376789000602,4376.2921,0.111365660394009,0.455914945839886,17914.6950807704,0.0772695382391191,492.244419698967,49.2309626049325,+1.46,0,UNIV,FAST,1,----,2024/11/15,13:40:37
45,5426.6458,3658.3518,244.6355,0.581656935683784,0.392121722342972,3658.3518,0.35563673745316,0.539439974480694,----,----,594.89966114592,92.2918395641628,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:39
46,5427.7886,3656.7752,244.2083,0.581833122496368,0.391988909237047,3656.7752,0.355850318498193,0.539417727892288,----,----,594.928350299235,92.3047989690338,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:40:43
47,1545.802,3358.083,7082.8642,0.12895923441862,0.280149600527222,3358.083,0.0845097238786388,0.413072955628204,----,----,488.318080441608,72.9536613648957,+1.48,0,UNIV,FAST,1,----,2024/11/15,13:40:46
48,2630.8502,1117.1782,4485.1003,0.319544403575277,0.135693032467718,1117.1782,0.320407293863201,0.306133773259369,----,----,-557.44385256464,75.0887675436378,+1.46,0,UNIV,FAST,1,----,2024/11/15,13:40:48
49,----,----,----,----,----,----,----,----,----,----,----,----,+1.46,22:Over the measurement range,UNIV,FAST,1,----,2024/11/15,13:40:51
50,----,----,----,----,----,----,----,----,----,----,----,----,+1.46,22:Over the measurement range,UNIV,FAST,1,----,2024/11/15,13:40:54
51,2622.2784,1113.4663,4486.9907,0.31890584731694,0.135413125418094,1113.4663,0.319933970296699,0.305661790845241,----,----,-557.57011933855,75.0820744531989,+1.46,0,UNIV,FAST,1,----,2024/11/15,13:40:57
52,0.0078805,0.0091841,0.0071479,0.325472379969024,0.379312338668043,0.0091841,0.188657676868816,0.494697631215598,5758.47536882429,0.0212611819280797,545.114457935291,11.7815761993799,+1.47,0,UNIV,FAST,1,----,2024/11/15,13:41:00
53,0.0077737,0.0090361,0.006781,0.329522525730369,0.383034911914814,0.0090361,0.189998423543703,0.496919188894904,5612.60456879604,0.021204926055795,550.627723239376,14.0082019143892,+1.48,0,UNIV,FAST,1,----,2024/11/15,13:41:03
