No.,X,Y,Z,x,y,Lv [cd/m²],u',v',Tcp,duv,λd/λc,Pe,Δt,ErrCode,Sync Mode,Meas Speed,Averaging Times,Integration Time,Date,Time
1,3905.5817,4145.1736,4947.6871,0.300465361911363,0.318897716544868,4145.1736,0.193044004623123,0.460994594250738,7344.45893743572,0.00441236533912952,485.869897952774,12.2307636531165,+0.03,0,UNIV,FAST,1,----,2025/01/02,17:07:35
2,3859.6815,4241.1045,4636.5012,0.303022255790856,0.332967643219979,4241.1045,0.189698141342739,0.469000276837152,7000.70198452332,0.0101289586386683,491.561650612861,10.270682588343,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:07:38
3,3697.3238,3347.5897,607.86863,0.483134595653254,0.437434339973821,3347.5897,0.26535130265769,0.54056569165826,2596.96114997743,0.00774467356599455,582.603908898676,76.3664714329378,+0.07,0,UNIV,FAST,1,----,2025/01/02,17:07:41
4,3907.0983,2439.3547,394.12154,0.579638764739482,0.361891213504776,2439.3547,0.37496339754253,0.526734797989984,----,----,601.024817522912,82.571108170929,+0.06,0,UNIV,FAST,1,----,2025/01/02,17:07:44
5,4628.1907,2293.5021,471.36122,0.626018785670932,0.310223906628509,2293.5021,0.457729055841733,0.510362664898202,----,----,621.846376507466,80.9054866782058,+0.07,0,UNIV,FAST,1,----,2025/01/02,17:07:47
6,3506.255,1664.7039,4488.7502,0.362977286759081,0.172334785940914,1664.7039,0.334382341894759,0.357206499369702,----,----,-544.264764644617,68.6318195059059,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:07:50
7,1958.412,1588.5531,4652.6188,0.238842851525673,0.193735818716362,1588.5531,0.1970998555327,0.359721585478975,----,----,465.205218848334,47.6644876000882,+0.04,0,UNIV,FAST,1,----,2025/01/02,17:07:53
8,1306.9476,2638.2675,3847.0309,0.167724119592734,0.338576002349002,2638.2675,0.0997250225958339,0.452946922750038,22350.6294922281,0.0877114281144923,492.122562229592,55.6345525593653,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:07:56
9,707.04566,3385.3159,994.50697,0.138994286136976,0.66550096194446,3385.3159,0.0519215494821535,0.559347759496585,----,----,516.355695836831,68.0521859303379,+0.07,0,UNIV,FAST,1,----,2025/01/02,17:07:59
10,1942.5276,2224.0085,3190.0325,0.264053488198289,0.302316014561463,2224.0085,0.173158764501556,0.446063041383381,10990.8956783065,0.0172828672191246,485.747890511112,25.8352363230691,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:02
11,1549.5608,1614.4991,3663.4837,0.226957291052671,0.23646851555807,1614.4991,0.168625272932067,0.395306877031654,----,----,478.597796388907,44.9788103190127,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:05
12,2253.6128,2900.4613,2529.0156,0.293321162188175,0.377512356780111,2900.4613,0.168975825184165,0.489322142455008,7025.44426569012,0.034885965931647,506.938321595421,12.220854799415,+0.07,0,UNIV,FAST,1,----,2025/01/02,17:08:08
13,1531.3786,1232.6918,2720.4977,0.279215896690206,0.224756403334658,1232.6918,0.217345930031125,0.393646109364248,28370.0771470131,-0.0363336741000472,425.652954466912,33.1609796454332,+0.06,0,UNIV,FAST,1,----,2025/01/02,17:08:11
14,3172.406,2360.142,2591.174,0.39051139366906,0.290524712687116,2360.142,0.273789766984412,0.458299202093861,2760.59218752891,-0.0473445765919963,-501.666203270259,27.2504659018725,+0.07,0,UNIV,FAST,1,----,2025/01/02,17:08:14
15,4257.8083,3177.2603,1761.4311,0.462981399325224,0.345485826525934,3177.2603,0.297743595107849,0.499909785677703,2135.14054834436,-0.0248847648960432,602.428200505239,42.5947116917164,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:17
16,4341.0423,4223.3282,2118.6843,0.406348407011822,0.395329639233901,4223.3282,0.234501937040863,0.513321869320053,3514.66477381014,0.00177932097238025,580.09415347098,40.6155855155452,+0.04,0,UNIV,FAST,1,----,2025/01/02,17:08:20
17,1228.8013,2031.4344,3094.4216,0.193370191654552,0.319676467840366,2031.4344,0.11993107845007,0.446103260456582,20578.9292103355,0.0670756893094842,490.459079835651,48.2532085805209,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:23
18,4361.1819,4571.4447,5071.98,0.311410525448105,0.32642435668275,4571.4447,0.197900925526462,0.466744934103034,6597.37578271095,0.00252405214001251,487.576193832632,7.92290981263877,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:26
19,2281.2346,1043.4002,15.642595,0.682947650819282,0.312369326440327,1043.4002,0.507528475577233,0.522304656468346,----,----,618.233659459197,98.6432337424448,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:29
20,3228.5045,3363.7378,4932.6355,0.280133512565313,0.29186754587541,3363.7378,0.188574046634235,0.442064029867611,9861.22905815981,0.00218080954296453,480.802022581014,21.6765628805991,+0.04,0,UNIV,FAST,1,----,2025/01/02,17:08:32
21,2759.2449,2545.8567,3465.6071,0.314597713181376,0.29026807149575,2545.8567,0.214961777545888,0.44625949426254,6776.10832468582,-0.0192878544831866,-568.563795726606,13.489071223449,+0.05,0,UNIV,FAST,1,----,2025/01/02,17:08:35
22,5175.7234,3915.6243,1855.0664,0.472823643680719,0.357708402425594,3915.6243,0.297989320579576,0.507239626793856,2122.61515254874,-0.0200644127653883,597.765297249125,49.2365077021489,+0.04,0,UNIV,FAST,1,----,2025/01/02,17:08:38
23,3708.5258,2366.9726,158.06462,0.594928741090998,0.379714232840145,2366.9726,0.373774481083697,0.536764878225935,----,----,597.637393328157,92.5381726529885,+0.04,0,UNIV,FAST,1,----,2025/01/02,17:08:41
